ID,NAME,CREATED,CREATED (MS),UPDATED,UPDATED (MS),TAGS
556f4e7f52414947ffb50000,Alecto Healthcare,Wed Jun 03 2015 14:59:11 GMT-0400 (Eastern Daylight Time),1433357951112,Fri Oct 01 2021 14:24:50 GMT-0400 (Eastern Daylight Time),1633112690664,"hl7,orchid,sftp,voice"
52df0911677aff7bc3000097,UC Davis,Tue Jan 21 2014 18:56:01 GMT-0500 (Eastern Standard Time),1390348561088,Tue Sep 28 2021 10:43:54 GMT-0400 (Eastern Daylight Time),1632840234071,voice
550b3ab85241494278ba0000,Intermountain Healthcare,Thu Mar 19 2015 17:08:08 GMT-0400 (Eastern Daylight Time),1426799288740,Thu Sep 23 2021 13:32:57 GMT-0400 (Eastern Daylight Time),1632418377852,"hl7,orchid,voice"
54614dcd5241497e8e370000,HAHV,Mon Nov 10 2014 18:44:13 GMT-0500 (Eastern Standard Time),1415663053564,Mon Aug 09 2021 21:47:35 GMT-0400 (Eastern Daylight Time),1628560055680,"orchid,voice"
517584b01b85b061b300003d,Hill Country Memorial,Mon Apr 22 2013 14:42:56 GMT-0400 (Eastern Daylight Time),1366656176752,Mon Aug 09 2021 21:47:35 GMT-0400 (Eastern Daylight Time),1628560055744,"sftp,voice"
560188d45241493461290200,St. David's HealthCare,Tue Sep 22 2015 12:59:00 GMT-0400 (Eastern Daylight Time),1442941140779,Thu Sep 23 2021 20:51:21 GMT-0400 (Eastern Daylight Time),1632444681263,voice
54ee4d8c524149146cde0100,Indiana University Health,Wed Feb 25 2015 17:32:44 GMT-0500 (Eastern Standard Time),1424903564253,Mon Aug 09 2021 21:47:36 GMT-0400 (Eastern Daylight Time),1628560056377,"sftp,voice"
56253f1361706f73e36c0700,Interfaith Medical Center,Mon Oct 19 2015 15:05:55 GMT-0400 (Eastern Daylight Time),1445281555721,Fri Aug 20 2021 17:38:52 GMT-0400 (Eastern Daylight Time),1629495532746,orchid
5628fda05241492dafde0600,Maryland Community Health System,Thu Oct 22 2015 11:15:44 GMT-0400 (Eastern Daylight Time),1445526944556,Mon Aug 09 2021 21:47:36 GMT-0400 (Eastern Daylight Time),1628560056718,"fqhc,sftp,voice"
551424215241491cd50b0000,Baptist Health,Thu Mar 26 2015 11:22:09 GMT-0400 (Eastern Daylight Time),1427383329190,Mon Aug 09 2021 21:47:36 GMT-0400 (Eastern Daylight Time),1628560056780,voice
56549db752414960e31e0200,Carle Foundation,Tue Nov 24 2015 12:26:15 GMT-0500 (Eastern Standard Time),1448385975212,Mon Aug 09 2021 21:47:36 GMT-0400 (Eastern Daylight Time),1628560056873,"hl7,orchid"
52fe61815241497341ee0000,Decatur Morgan Hospital,Fri Feb 14 2014 13:33:37 GMT-0500 (Eastern Standard Time),1392402817706,Mon Aug 09 2021 21:47:37 GMT-0400 (Eastern Daylight Time),1628560057028,"sftp,voice"
546e65f952414901d8b20200,UnityPoint Health,Thu Nov 20 2014 17:06:48 GMT-0500 (Eastern Standard Time),1416521208913,Mon Aug 09 2021 21:47:37 GMT-0400 (Eastern Daylight Time),1628560057059,orchid
54d2252752414932c1620000,Palmetto Health Tuomey,Wed Feb 04 2015 08:56:55 GMT-0500 (Eastern Standard Time),1423058215897,Mon Aug 09 2021 21:47:37 GMT-0400 (Eastern Daylight Time),1628560057090,"sftp,voice"
51ae3d85acc0db2995000002,SCL - Saint Joseph Hospital,Tue Jun 04 2013 15:18:29 GMT-0400 (Eastern Daylight Time),1370373509366,Mon Aug 09 2021 21:47:37 GMT-0400 (Eastern Daylight Time),1628560057275,"orchid,voice"
5175a6c21b85b034fb000073,Franciscan Health System,Mon Apr 22 2013 17:08:18 GMT-0400 (Eastern Daylight Time),1366664898826,Thu Sep 02 2021 14:56:11 GMT-0400 (Eastern Daylight Time),1630608971331,"hl7,orchid,voice"
