ID,NAME,CREATED,CREATED (MS),UPDATED,UPDATED (MS),TAGS
5b7d9f4aff1672dd3ed72c7b,VNA Health Group,Wed Aug 22 2018 13:37:14 GMT-0400 (Eastern Daylight Time),1.53496E+12,Tue Dec 15 2020 10:03:44 GMT-0500 (Eastern Standard Time),1.60804E+12,"hha,sftp,voice"
52df0911677aff7bc3000097,UC Davis,Tue Jan 21 2014 18:56:01 GMT-0500 (Eastern Standard Time),1.39035E+12,Thu Apr 29 2021 14:30:12 GMT-0400 (Eastern Daylight Time),1.61972E+12,voice
5594014452414968b54b0200,Medical Center Hospital,Wed Jul 01 2015 11:03:32 GMT-0400 (Eastern Daylight Time),1.43576E+12,Mon Jan 25 2021 13:41:11 GMT-0500 (Eastern Standard Time),1.6116E+12,voice
53765bdf5241492816090000,Guadalupe Regional Medical Center,Fri May 16 2014 14:41:35 GMT-0400 (Eastern Daylight Time),1.40027E+12,Tue Jan 26 2021 22:01:13 GMT-0500 (Eastern Standard Time),1.61172E+12,voice
5175a0671b85b061b300006f,St. Mary's Medical Center,Mon Apr 22 2013 16:41:11 GMT-0400 (Eastern Daylight Time),1.36666E+12,Wed Mar 17 2021 18:48:44 GMT-0400 (Eastern Daylight Time),1.61602E+12,voice
5399d46652414911a3a70000,Disney Hospital,Thu Jun 12 2014 12:25:10 GMT-0400 (Eastern Daylight Time),1.40259E+12,Tue Dec 15 2020 09:58:00 GMT-0500 (Eastern Standard Time),1.60804E+12,
51769d4226a97afcc800001b,Bon Secours Health System,Tue Apr 23 2013 10:40:02 GMT-0400 (Eastern Daylight Time),1.36673E+12,Tue Dec 15 2020 09:58:03 GMT-0500 (Eastern Standard Time),1.60804E+12,"hl7,orchid"
57e9e16facc0db31e083d06d,NorthShore University HealthSystem,Mon Sep 26 2016 23:03:11 GMT-0400 (Eastern Daylight Time),1.47495E+12,Fri Mar 12 2021 11:41:26 GMT-0500 (Eastern Standard Time),1.61557E+12,"hl7,orchid,sso"
5aba9257ff1672d1d4de2a19,SCL Health,Tue Mar 27 2018 14:49:59 GMT-0400 (Eastern Daylight Time),1.52218E+12,Tue Jan 26 2021 22:01:02 GMT-0500 (Eastern Standard Time),1.61172E+12,"appointment reminders,hl7,implementation,orchid,voice"
560188d45241493461290200,St. David's HealthCare,Tue Sep 22 2015 12:59:00 GMT-0400 (Eastern Daylight Time),1.44294E+12,Thu Apr 29 2021 10:06:04 GMT-0400 (Eastern Daylight Time),1.61971E+12,voice
54d2252752414932c1620000,Palmetto Health Tuomey,Wed Feb 04 2015 08:56:55 GMT-0500 (Eastern Standard Time),1.42306E+12,Mon Mar 15 2021 16:16:33 GMT-0400 (Eastern Daylight Time),1.61584E+12,"sftp,voice"
55075e4e5241491dc95b0000,Peterson Regional Medical Center,Mon Mar 16 2015 18:50:54 GMT-0400 (Eastern Daylight Time),1.42655E+12,Thu Apr 22 2021 00:00:45 GMT-0400 (Eastern Daylight Time),1.61906E+12,"orchid,voice"
547d04ab5241493106670200,UCLA Medical Center,Mon Dec 01 2014 19:15:39 GMT-0500 (Eastern Standard Time),1.41748E+12,Fri Apr 30 2021 10:06:40 GMT-0400 (Eastern Daylight Time),1.61979E+12,"hl7,orchid,preventive,sso,voice"
5175a6271b85b061b300008c,Prime Healthcare,Mon Apr 22 2013 17:05:43 GMT-0400 (Eastern Daylight Time),1.36666E+12,Fri Apr 02 2021 14:59:44 GMT-0400 (Eastern Daylight Time),1.61739E+12,"hl7,orchid,voice"
5769bbc2677aff73f2589d54,University of Missouri Health Care,Tue Jun 21 2016 18:12:18 GMT-0400 (Eastern Daylight Time),1.46655E+12,Wed Mar 17 2021 18:46:40 GMT-0400 (Eastern Daylight Time),1.61602E+12,"echo,hl7,orchid,sso"
584067568e82a86411127b13,Mayo Clinic,Thu Dec 01 2016 13:09:26 GMT-0500 (Eastern Standard Time),1.48062E+12,Fri Apr 23 2021 09:39:09 GMT-0400 (Eastern Daylight Time),1.61919E+12,"hl7,voice"
591db321d27cbe9587f57774,Brookdale  University Hospital Medical Center,Thu May 18 2017 10:43:45 GMT-0400 (Eastern Daylight Time),1.49512E+12,Tue Jan 26 2021 22:01:22 GMT-0500 (Eastern Standard Time),1.61172E+12,"hl7,orchid,voice"
59540087d27cbe7850c445f2,Mount Sinai Hospital ,Wed Jun 28 2017 15:16:23 GMT-0400 (Eastern Daylight Time),1.49868E+12,Tue Jan 26 2021 22:01:19 GMT-0500 (Eastern Standard Time),1.61172E+12,"hl7,voice"
59f8b966d27cbeb0af4a2940,Marketing-Events,Tue Oct 31 2017 13:56:54 GMT-0400 (Eastern Daylight Time),1.50947E+12,Tue Dec 15 2020 10:02:12 GMT-0500 (Eastern Standard Time),1.60804E+12,marketing
5a86345bd27cbe355e8d1d51,StomatCare,Thu Feb 15 2018 20:31:07 GMT-0500 (Eastern Standard Time),1.51874E+12,Tue Dec 15 2020 10:02:37 GMT-0500 (Eastern Standard Time),1.60804E+12,"ambulatory,payor,preventive,voice"
