ID,NAME,CREATED,CREATED (MS),UPDATED,UPDATED (MS),TAGS
5d2f34f0d27cbe64350849b7,Willis Knighton Health System,Wed Jul 17 2019 10:47:12 GMT-0400 (Eastern Daylight Time),1.56337E+12,Mon Mar 15 2021 13:42:15 GMT-0400 (Eastern Daylight Time),1.61583E+12,"hl7,implementation,orchid"
5c923f12d27cbe7b9a209c1b,United Health Services,Wed Mar 20 2019 09:24:34 GMT-0400 (Eastern Daylight Time),1.55309E+12,Tue Sep 15 2020 18:19:51 GMT-0400 (Eastern Daylight Time),1.60021E+12,"hl7,implementation,orchid,sftp,sso"
5dd5960aff1672272a9a1f70,Culpeper Hospital,Wed Nov 20 2019 14:37:46 GMT-0500 (Eastern Standard Time),1.57428E+12,Wed Mar 17 2021 18:44:01 GMT-0400 (Eastern Daylight Time),1.61602E+12,"hl7,orchid,sftp"
5e4323dcff16723c334beeeb,OptimaHealth,Tue Feb 11 2020 16:59:56 GMT-0500 (Eastern Standard Time),1.58146E+12,Mon Apr 26 2021 16:55:32 GMT-0400 (Eastern Daylight Time),1.61947E+12,"sftp,voice"
5f16f01174410facfa8ce7cd,Regal Medical Group,Tue Jul 21 2020 09:39:29 GMT-0400 (Eastern Daylight Time),1.59534E+12,Mon Apr 26 2021 13:25:08 GMT-0400 (Eastern Daylight Time),1.61946E+12,"sftp,voice"
5dcdc295d27cbe63f6c3df60,Cabell Huntington Hospital,Thu Nov 14 2019 16:09:41 GMT-0500 (Eastern Standard Time),1.57377E+12,Wed Mar 17 2021 18:47:56 GMT-0400 (Eastern Daylight Time),1.61602E+12,"hl7,voice"
5cc6fb4ad27cbe42ea3b004c,Disney Health Plan,Mon Apr 29 2019 09:25:30 GMT-0400 (Eastern Daylight Time),1.55654E+12,Tue Dec 15 2020 10:04:53 GMT-0500 (Eastern Standard Time),1.60804E+12,
5e385f88ff167237f8c782d5,Hamilton Health Care System,Mon Feb 03 2020 12:59:36 GMT-0500 (Eastern Standard Time),1.58075E+12,Tue Jan 26 2021 22:01:23 GMT-0500 (Eastern Standard Time),1.61172E+12,"hl7,implementation,orchid,sftp"
5ffdbd77ff1672e09c8f2f1b,EvergreenHealth,Tue Jan 12 2021 10:17:11 GMT-0500 (Eastern Standard Time),1.61046E+12,Fri Apr 30 2021 14:10:30 GMT-0400 (Eastern Daylight Time),1.61981E+12,"hl7,sftp"
5b968f8dff16729f0fae928c,AnMed Health,Mon Sep 10 2018 11:36:45 GMT-0400 (Eastern Daylight Time),1.53659E+12,Tue Apr 27 2021 15:32:26 GMT-0400 (Eastern Daylight Time),1.61955E+12,"hl7,voice"
5ffdbe2bff1672e1808e53f4,Homecare Holdings,Tue Jan 12 2021 10:20:11 GMT-0500 (Eastern Standard Time),1.61046E+12,Tue Apr 27 2021 10:10:28 GMT-0400 (Eastern Daylight Time),1.61953E+12,"hl7,sftp"
5ca64c89d27cbef492462703,MultiCare Health System,Thu Apr 04 2019 14:27:21 GMT-0400 (Eastern Daylight Time),1.5544E+12,Thu Apr 29 2021 15:03:08 GMT-0400 (Eastern Daylight Time),1.61972E+12,"hl7,implementation,orchid,sso"
5cae1530ff1672f96aa895a0,Management Solutions,Wed Apr 10 2019 12:09:20 GMT-0400 (Eastern Daylight Time),1.55491E+12,Fri Mar 19 2021 13:11:16 GMT-0400 (Eastern Daylight Time),1.61617E+12,"implementation,sftp,voice"
5ceecbd0ff16729c31b2d17c,St. Bernards Medical Center,Wed May 29 2019 14:13:36 GMT-0400 (Eastern Daylight Time),1.55915E+12,Tue Jan 19 2021 16:28:12 GMT-0500 (Eastern Standard Time),1.61109E+12,"implementation,sftp,voice"
5d94bf9ed27cbe77a6d2275e,Texas Health Resources ,Wed Oct 02 2019 11:17:50 GMT-0400 (Eastern Daylight Time),1.57003E+12,Wed Apr 21 2021 18:05:13 GMT-0400 (Eastern Daylight Time),1.61904E+12,"hl7,implementation,orchid,sftp,sso"
5e4c36ced27cbe07d743e8d6,Baptist Medical Center South,Tue Feb 18 2020 14:11:10 GMT-0500 (Eastern Standard Time),1.58205E+12,Tue Jan 26 2021 22:01:52 GMT-0500 (Eastern Standard Time),1.61172E+12,"hl7,implementation,orchid"
5efc8b7bff1672fe6965e44f,AMSURG,Wed Jul 01 2020 09:11:23 GMT-0400 (Eastern Daylight Time),1.59361E+12,Thu Feb 25 2021 13:38:32 GMT-0500 (Eastern Standard Time),1.61428E+12,
5f7f73c7ff16727be9020e62,HCA,Thu Oct 08 2020 16:17:11 GMT-0400 (Eastern Daylight Time),1.60219E+12,Wed Feb 17 2021 14:55:56 GMT-0500 (Eastern Standard Time),1.61359E+12,"implementation,voice"
5b9a88c1d27cbea5b9cfd739,ArchCare,Thu Sep 13 2018 11:56:49 GMT-0400 (Eastern Daylight Time),1.53685E+12,Mon Apr 05 2021 11:24:14 GMT-0400 (Eastern Daylight Time),1.61764E+12,"sftp,voice"
5ba538c7ff1672c3f4d69fde,Care Gaps Disney,Fri Sep 21 2018 14:30:31 GMT-0400 (Eastern Daylight Time),1.53755E+12,Tue Dec 15 2020 10:03:54 GMT-0500 (Eastern Standard Time),1.60804E+12,
