ID,NAME,CREATED,CREATED (MS),UPDATED,UPDATED (MS),TAGS,Patient Count,Encounter Count,Interaction Count,Enrollment Count,Call Attempts Count,Archived Call Attempts Count,Patient Issues,Patient Events,Unit Visits
5b0ef760ff16727e2a621be8,Partners Healthcare,Wed May 30 2018 15:11:28 GMT-0400 (Eastern Daylight Time),1.52771E+12,Fri Mar 26 2021 15:00:34 GMT-0400 (Eastern Daylight Time),1.61679E+12,"hl7,orchid",83507,108730,2714,0,0,0,505,0,154406
54ee4d8c524149146cde0100,Indiana University Health,Wed Feb 25 2015 17:32:44 GMT-0500 (Eastern Standard Time),1.4249E+12,Tue Feb 23 2021 16:34:06 GMT-0500 (Eastern Standard Time),1.61412E+12,"sftp,voice",734240,2074735,696832,2,2141,2259398,57448,0,2074760
54130e4261706f24c3040000,Henry Ford Health System,Fri Sep 12 2014 11:16:18 GMT-0400 (Eastern Daylight Time),1.41053E+12,Fri Apr 23 2021 12:20:04 GMT-0400 (Eastern Daylight Time),1.61919E+12,"hl7,kiosk,orchid,voice",650233,1996312,432888,0,40,200422,24705,0,2876262
56e6d232acc0db51e30001f4,Premier Home Health Care,Mon Mar 14 2016 11:01:06 GMT-0400 (Eastern Daylight Time),1.45797E+12,Tue Dec 15 2020 09:58:39 GMT-0500 (Eastern Standard Time),1.60804E+12,voice,4,4,11,0,0,31,3,0,4
575eb55facc0db0d0d4421f7,Twin Lakes Regional Medical Center,Mon Jun 13 2016 09:30:07 GMT-0400 (Eastern Daylight Time),1.46582E+12,Thu Dec 17 2020 09:02:36 GMT-0500 (Eastern Standard Time),1.60821E+12,voice,20858,67969,62174,0,176,221720,2875,0,67975
57b22f2c4004121b3550dc06,Princeton Community Hospital,Mon Aug 15 2016 17:07:56 GMT-0400 (Eastern Daylight Time),1.4713E+12,Mon Mar 08 2021 15:55:10 GMT-0500 (Eastern Standard Time),1.61524E+12,voice,8612,14948,9757,0,7,26913,1103,0,15058
5a942ea8d27cbe7de07adc06,White Horse Village,Mon Feb 26 2018 10:58:32 GMT-0500 (Eastern Standard Time),1.51966E+12,Tue Dec 15 2020 10:02:39 GMT-0500 (Eastern Standard Time),1.60804E+12,"echo,implementation,sftp,snf,voice",2,2,5,0,0,14,2,0,2
5b9fd48cff167259c8ca8681,Hartford Healthcare,Mon Sep 17 2018 12:21:32 GMT-0400 (Eastern Daylight Time),1.5372E+12,Fri Apr 16 2021 07:53:08 GMT-0400 (Eastern Daylight Time),1.61857E+12,"kiosk,sftp,voice",2955,5283,23590,0,167,73065,17577,0,10322
5b85617874410f23140f6a8d,Sierra Pacific Orthopedics,Tue Aug 28 2018 10:51:36 GMT-0400 (Eastern Daylight Time),1.53547E+12,Tue Feb 02 2021 14:27:16 GMT-0500 (Eastern Standard Time),1.61229E+12,"appointment reminders,hl7,implementation",31952,431492,102537,0,833,194533,5348,0,429731
5b7f1ffcd27cbe886d3450bf,Frederick Memorial Hospital,Thu Aug 23 2018 16:58:36 GMT-0400 (Eastern Daylight Time),1.53506E+12,Thu Apr 29 2021 14:25:46 GMT-0400 (Eastern Daylight Time),1.61972E+12,"hl7,orchid,sso",57120,411376,25187,0,0,0,216,0,474550
5c19524a74410ff8d71d9752,Community Hospital,Tue Dec 18 2018 15:02:18 GMT-0500 (Eastern Standard Time),1.54516E+12,Thu Jan 07 2021 13:04:43 GMT-0500 (Eastern Standard Time),1.61004E+12,"echo,orchid",84149,523740,25881,0,0,79,449,0,657162
5c113c1974410fc8443478d8,Riverside University Health System,Wed Dec 12 2018 11:49:29 GMT-0500 (Eastern Standard Time),1.54463E+12,Fri Apr 30 2021 17:06:50 GMT-0400 (Eastern Daylight Time),1.61982E+12,"hl7,implementation,orchid,sftp",92222,490442,324,0,0,0,15,0,534567
5b856d97d27cbeda1d99f29c,Advocate Health Care,Tue Aug 28 2018 11:43:19 GMT-0400 (Eastern Daylight Time),1.53547E+12,Thu Apr 15 2021 10:10:44 GMT-0400 (Eastern Daylight Time),1.6185E+12,"hl7,orchid,sso",632703,2596666,432670,0,0,0,1941,0,2056240
